Email,Valid,Result,Reason,Is_Role,Is_Disposable,Is_Free,Delivery_Confidence
true,neutral,false,false,true,50,Caraperfect@yahoo.de
true,neutral,false,false,true,53,richGeorge@uol.com.br
true,neutral,false,false,true,49,mysteriousTerry@gmx.de
true,neutral,false,false,true,51,Kristinetasty@terra.com.br
true,neutral,false,false,true,52,putridShaun66@yahoo.com
true,neutral,false,false,true,48,lazyJonathan66@tiscali.it
true,neutral,false,false,true,53,disgustedPaula36@sky.com
true,neutral,false,false,true,53,realKelli34@hotmail.co.uk
true,neutral,false,false,true,49,vivaciousBrett81@hetnet.nl
true,neutral,false,false,true,51,Noahopen@tiscali.it
true,neutral,false,false,true,48,Claireugliest@gmail.com
true,neutral,false,false,true,48,homelyVictor24@cox.net
true,neutral,false,false,true,50,proudRachel@hotmail.it
true,neutral,false,false,true,52,Janetcruel@t-online.de
true,neutral,false,false,true,53,talentedDana97@earthlink.net
true,neutral,false,false,true,53,superMichael@gmx.net
true,neutral,false,false,true,50,ugliestYolanda55@hotmail.com
true,neutral,false,false,true,52,Jonvast@yahoo.com.mx
true,neutral,false,false,true,53,differentAbby5@hetnet.nl
true,neutral,false,false,true,53,blue-eyedRebecca@yahoo.in
true,neutral,false,false,true,53,unusualNancy@hotmail.es
true,neutral,false,false,false,49,upsetMichael13@voila.fr
true,neutral,false,false,false,53,nervousKathryn25@skynet.be
true,neutral,false,false,true,50,talentedJesse@t-online.de
true,neutral,false,false,true,49,adorableMarc38@windstream.net
true,neutral,false,false,true,49,sillyRandall64@bigpond.com
true,neutral,false,false,true,51,outstandingCassie3@hotmail.fr
true,neutral,false,false,true,52,difficultTasha63@me.com
true,neutral,false,false,true,48,fantasticJulia33@sbcglobal.net
true,neutral,false,false,true,52,evilKelly75@comcast.net
true,neutral,false,false,true,53,disturbedAmber22@t-online.de
true,neutral,false,false,true,50,confusedBrittany36@planet.nl
true,neutral,false,false,true,49,Jeffreyannoying@alice.it
true,neutral,false,false,false,49,niceStacey@tin.it
true,neutral,false,false,true,49,stupidMaria@laposte.net
true,neutral,false,false,true,50,tenseCandace@sky.com
true,neutral,false,false,true,52,differentAshleigh@tiscali.it
true,neutral,false,false,true,53,handsomeErik@optusnet.com.au
true,neutral,false,false,true,52,Keithsleepy@mac.com
true,neutral,false,false,true,48,foolishToni43@rediffmail.com
true,neutral,false,false,true,52,Marcoalive@alice.it
true,neutral,false,false,true,51,horribleJoe66@live.fr
true,neutral,false,false,true,53,scaryDenise8@gmx.net
true,neutral,false,false,true,52,energeticLori59@optonline.net
true,neutral,false,false,true,52,Amberevil@live.fr
true,neutral,false,false,true,50,Carriehomeless@bellsouth.net
true,neutral,false,false,true,49,Timothybright@yahoo.in
true,neutral,false,false,true,48,Sharondisturbed@yandex.ru
true,neutral,false,false,true,50,tastyDonald94@mail.com
true,neutral,false,false,false,48,bewilderedHenry57@neuf.fr
true,neutral,false,false,true,52,kindDustin97@free.fr
true,neutral,false,false,true,48,Joannadifficult@wanadoo.fr
true,neutral,false,false,false,52,grotesqueJoanna86@skynet.be
true,neutral,false,false,true,48,embarrassedMandy@yahoo.ca
true,neutral,false,false,true,48,Bridgetbloody@bol.com.br
true,neutral,false,false,true,51,Mandyclean@bellsouth.net
true,neutral,false,false,true,50,shinyRicardo32@tiscali.it
true,neutral,false,false,false,51,concernedIan84@telenet.be
true,neutral,false,false,true,52,quaintWhitney@optonline.net
true,neutral,false,false,true,53,muddyBlake14@laposte.net
true,neutral,false,false,true,49,Cindystrange@arcor.de
true,neutral,false,false,true,48,Hillarydead@yahoo.it
true,neutral,false,false,true,48,curiousStacy@yahoo.de
true,neutral,false,false,true,52,Tiffanyterrible@tiscali.it
true,neutral,false,false,true,51,homelyOlivia76@bigpond.net.au
true,neutral,false,false,true,51,joyousHeidi61@hotmail.com
true,neutral,false,false,true,51,Coreycute@optonline.net
true,neutral,false,false,true,53,Gabrielgifted@hotmail.de
true,neutral,false,false,true,52,clearSara@facebook.com
true,neutral,false,false,true,53,embarrassedDanny@live.com
true,neutral,false,false,true,50,combativeAnna17@mail.com
true,neutral,false,false,true,52,doubtfulDominic@cox.net
true,neutral,false,false,false,50,Bruceclumsy@shaw.ca
true,neutral,false,false,true,48,difficultKellie@sky.com
true,neutral,false,false,true,53,Aprilblue@hotmail.es
true,neutral,false,false,true,49,Sharonhandsome@msn.com
true,neutral,false,false,true,49,Emmanuelfancy@hotmail.fr
true,neutral,false,false,true,50,strangeAnn@yandex.ru
true,neutral,false,false,true,51,Coreypoor@hotmail.it
true,neutral,false,false,true,48,evilShanna22@earthlink.net
true,neutral,false,false,true,50,fierceShaun@bellsouth.net
true,neutral,false,false,true,49,Randallpleasant@live.com.au
true,neutral,false,false,true,53,Keriarrogant@live.it
true,neutral,false,false,true,49,excitedFrank@yahoo.de
true,neutral,false,false,true,49,Allenclumsy@verizon.net
true,neutral,false,false,true,53,Levilively@bol.com.br
true,neutral,false,false,true,51,ashamedAshlee1@frontiernet.net
true,neutral,false,false,true,50,zealousAngel56@bol.com.br
true,neutral,false,false,true,51,adorableJon@hotmail.de
true,neutral,false,false,true,49,worriedJamie@zonnet.nl
true,neutral,false,false,true,50,Valerieblack@bigpond.com
true,neutral,false,false,true,52,Michellesuccessful@yahoo.fr
true,neutral,false,false,false,49,adorableSamantha20@tin.it
true,neutral,false,false,true,52,enchantingHilary7@mac.com
true,neutral,false,false,true,49,Loritired@yahoo.co.uk
true,neutral,false,false,true,48,disgustedMartin94@zonnet.nl
true,neutral,false,false,true,48,longGary@yandex.ru
true,neutral,false,false,true,50,grumpySavannah29@aol.com
true,neutral,false,false,true,48,Kathleendizzy@qq.com
true,neutral,false,false,true,53,crazyLisa@live.com
true,neutral,false,false,true,51,superTristan88@hetnet.nl
true,neutral,false,false,false,50,energeticMandy96@voila.fr
true,neutral,false,false,true,53,lovelyShana@hotmail.de
true,neutral,false,false,true,49,differentMicheal@outlook.com
true,neutral,false,false,true,50,jitteryMichele@laposte.net
true,neutral,false,false,true,51,Karenlong@earthlink.net
true,neutral,false,false,true,48,obedientNathaniel11@home.nl
true,neutral,false,false,false,52,Randiscary@club-internet.fr
true,neutral,false,false,false,50,Sarahaverage@aliceadsl.fr
true,neutral,false,false,true,50,lonelyGlenn@hotmail.co.uk
true,neutral,false,false,false,52,Devinthankful@neuf.fr
true,neutral,false,false,true,48,Blakeblue-eyed@aim.com
true,neutral,false,false,true,53,enchantingHaley@hotmail.de
true,neutral,false,false,true,53,Erikjealous@mac.com
true,neutral,false,false,true,52,deadBridget7@terra.com.br
true,neutral,false,false,true,52,quaintRonnie87@yahoo.es
true,neutral,false,false,false,51,Jacquelinetasty@bluewin.ch
true,neutral,false,false,true,51,richWendy@hotmail.es
true,neutral,false,false,true,48,gorgeousFrederick35@hotmail.de
true,neutral,false,false,true,49,fancyShane@arcor.de
true,neutral,false,false,false,51,famousHenry52@skynet.be
true,neutral,false,false,true,49,disturbedJulia95@mail.ru
true,neutral,false,false,true,50,healthyTaryn@aol.com
true,neutral,false,false,true,51,Scotthelpless@laposte.net
true,neutral,false,false,true,49,Raulaverage@hotmail.co.uk
true,neutral,false,false,true,52,stupidShannon@yahoo.com.ar
true,neutral,false,false,true,51,Melodywicked@rediffmail.com
true,neutral,false,false,false,48,Claytontense@blueyonder.co.uk
true,neutral,false,false,true,49,Neildisgusted@web.de
true,neutral,false,false,true,53,mistyNatalie55@yahoo.com.ar
true,neutral,false,false,true,50,cleverWilliam@comcast.net
true,neutral,false,false,true,53,Andresfaithful@web.de
true,neutral,false,false,false,52,gloriousKristen@tin.it
true,neutral,false,false,true,51,horribleRafael78@googlemail.com
true,neutral,false,false,true,48,Markobedient@ymail.com
true,neutral,false,false,false,48,sleepyMario@ntlworld.com
true,neutral,false,false,true,48,obnoxiousRuben73@virgilio.it
true,neutral,false,false,true,52,wittyChelsea@gmx.net
true,neutral,false,false,true,50,frailAbby@verizon.net
true,neutral,false,false,true,53,Emmanuelbored@yandex.ru
true,neutral,false,false,true,48,bloodyKatrina@terra.com.br
true,neutral,false,false,true,52,inquisitiveDane@yahoo.com
true,neutral,false,false,true,51,Neiltame@cox.net
true,neutral,false,false,true,52,inexpensiveAllison@home.nl
true,neutral,false,false,true,49,Angelhelpless@aim.com
true,neutral,false,false,false,50,agreeableCameron5@bluewin.ch
true,neutral,false,false,true,52,Amandaadorable@att.net
true,neutral,false,false,true,49,Graceprecious@yahoo.de
true,neutral,false,false,false,52,Rosanutty@bluewin.ch
true,neutral,false,false,true,48,old-fashionedClaudia@yahoo.co.in
true,neutral,false,false,true,50,Emilyhungry@gmx.de
true,neutral,false,false,true,48,darkNathan47@live.fr
true,neutral,false,false,true,53,homelyHector@hotmail.fr
true,neutral,false,false,true,52,sparklingMallory88@hotmail.co.uk
true,neutral,false,false,true,50,gorgeousCourtney@bellsouth.net
true,neutral,false,false,true,51,Robertlonely@yahoo.it
true,neutral,false,false,true,52,Iandelightful@yahoo.com.au
true,neutral,false,false,true,51,colorfulJanelle@earthlink.net
true,neutral,false,false,true,48,embarrassedAustin36@optusnet.com.au
true,neutral,false,false,true,48,Katiealert@yahoo.com.sg
true,neutral,false,false,true,49,Rachelsmoggy@cox.net
true,neutral,false,false,true,53,depressedJared44@gmx.net
true,neutral,false,false,true,52,jitteryRachel@yahoo.com.au
true,neutral,false,false,true,50,Georgedetermined@live.co.uk
true,neutral,false,false,false,53,lightBrooke6@club-internet.fr
true,neutral,false,false,true,49,annoyingOlivia56@gmx.de
true,neutral,false,false,true,49,Reginaldwitty@earthlink.net
true,neutral,false,false,true,49,doubtfulPeter48@rediffmail.com
true,neutral,false,false,true,53,blackDouglas@yahoo.com.au
true,neutral,false,false,true,53,Dianaoutstanding@bigpond.com
true,neutral,false,false,true,50,Jonathonpoised@yahoo.com.sg
true,neutral,false,false,false,49,talentedArthur34@tin.it
true,neutral,false,false,true,51,Andregrieving@yahoo.com.au
true,neutral,false,false,true,48,faithfulDeborah38@msn.com
true,neutral,false,false,true,49,Alisonwrong@rambler.ru
true,neutral,false,false,false,50,Shawnaclear@aliceadsl.fr
true,neutral,false,false,true,49,panickyDerek50@live.fr
true,neutral,false,false,true,53,annoyedAlex@yahoo.com
true,neutral,false,false,false,48,impossibleBrittany@club-internet.fr
true,neutral,false,false,true,48,brightCharlotte@live.co.uk
true,neutral,false,false,true,52,creepyKatelyn71@terra.com.br
true,neutral,false,false,true,51,relievedMitchell26@home.nl
true,neutral,false,false,true,53,excitedMathew@yahoo.it
true,neutral,false,false,true,53,ashamedBrett58@earthlink.net
true,neutral,false,false,true,48,joyousSteve@frontiernet.net
true,neutral,false,false,true,50,Lisavast@yahoo.fr
true,neutral,false,false,true,53,Emilyfair@tiscali.co.uk
true,neutral,false,false,true,50,elegantMaurice@yahoo.de
true,neutral,false,false,true,51,pleasantClayton@bigpond.net.au
true,neutral,false,false,true,49,Kristitroubled@live.fr
true,neutral,false,false,true,53,Jefferyadventurous@windstream.net
true,neutral,false,false,true,50,muddyLeah1@uol.com.br
true,neutral,false,false,true,51,shinyJordan@zonnet.nl
true,neutral,false,false,true,48,Mariedelightful@frontiernet.net
true,neutral,false,false,true,53,difficultCynthia80@mail.com
true,neutral,false,false,true,53,cooperativeBarbara34@yahoo.fr
true,neutral,false,false,true,49,enthusiasticJulie@outlook.com
true,neutral,false,false,true,51,clearDeanna@gmx.net
true,neutral,false,false,true,49,determinedMark@centurytel.net
true,neutral,false,false,true,50,aggressiveRuben@live.it
true,neutral,false,false,true,49,Stephaniefrail@charter.net
true,neutral,false,false,true,48,Briannacloudy@yandex.ru
true,neutral,false,false,true,53,Sarahealthy@gmx.net
true,neutral,false,false,true,52,Sharongentle@googlemail.com
true,neutral,false,false,true,49,unsightlyAndres90@hetnet.nl
true,neutral,false,false,true,50,toughMitchell@live.nl
true,neutral,false,false,false,52,clearEric@voila.fr
true,neutral,false,false,true,48,sillyShaun67@gmx.net
true,neutral,false,false,false,48,uptightKatrina85@telenet.be
true,neutral,false,false,false,50,Juliavast@telenet.be
true,neutral,false,false,true,51,magnificentMayra@yahoo.co.id
true,neutral,false,false,true,53,Tinatired@t-online.de
true,neutral,false,false,true,53,Laceyzany@laposte.net
true,neutral,false,false,true,49,horribleEvelyn@home.nl
true,neutral,false,false,true,50,sillyChristie35@bellsouth.net
true,neutral,false,false,true,53,enthusiasticKatherine@yahoo.co.jp
true,neutral,false,false,true,48,elatedChelsea@aol.com
true,neutral,false,false,true,52,Calvinblack@bellsouth.net
true,neutral,false,false,true,48,embarrassedSheena@t-online.de
true,neutral,false,false,true,48,horribleDennis22@bigpond.net.au
true,neutral,false,false,true,53,superMisty37@uol.com.br
true,neutral,false,false,true,50,plainIsaac19@tiscali.co.uk
true,neutral,false,false,true,50,Trishaannoying@me.com
true,neutral,false,false,true,52,longSteve69@zonnet.nl
true,neutral,false,false,true,48,poorSuzanne@verizon.net
true,neutral,false,false,true,48,perfectValerie@live.com.au
true,neutral,false,false,true,50,adorableEvan97@arcor.de
true,neutral,false,false,true,49,sillyLisa57@centurytel.net
true,neutral,false,false,true,53,joyousRandy@live.ca
true,neutral,false,false,false,50,Feliciaputrid@aliceadsl.fr
true,neutral,false,false,true,50,oddChristina@ymail.com
true,neutral,false,false,true,52,perfectMonique@live.fr
true,neutral,false,false,true,51,blushingWillie@cox.net
true,neutral,false,false,true,48,stupidJon@hotmail.es
true,neutral,false,false,true,48,selfishCassie@chello.nl
true,neutral,false,false,true,51,anxiousJohnathan@hetnet.nl
true,neutral,false,false,false,50,inquisitiveCarly24@tin.it
true,neutral,false,false,true,53,Adamenchanting@outlook.com
true,neutral,false,false,true,53,mushyJoseph@planet.nl
true,neutral,false,false,true,52,combativeRonald63@cox.net
true,neutral,false,false,true,50,busyAnne@att.net
true,neutral,false,false,true,50,Shannonhilarious@qq.com
true,neutral,false,false,true,53,Kelliawful@freenet.de
true,neutral,false,false,false,49,dangerousJoanna97@telenet.be
true,neutral,false,false,false,48,hilariousTara@bluewin.ch
true,neutral,false,false,true,53,Valeriefragile@bol.com.br
true,neutral,false,false,true,49,Nicholesleepy@yahoo.com.au
true,neutral,false,false,true,51,Gabrielsore@live.fr
true,neutral,false,false,true,53,cleanNaomi@hetnet.nl
true,neutral,false,false,true,48,Angelagood@facebook.com
true,neutral,false,false,true,53,jollyElizabeth@live.fr
true,neutral,false,false,true,52,Timothygrotesque@aim.com
true,neutral,false,false,true,49,Katelynbetter@yahoo.es
true,neutral,false,false,true,48,faithfulJodi@bigpond.com
true,neutral,false,false,true,53,bloodySergio@yahoo.co.id
true,neutral,false,false,true,53,grotesqueJohn@yahoo.com.br
true,neutral,false,false,true,52,illMarisa@bigpond.com
true,neutral,false,false,true,52,foolishBryan47@cox.net
true,neutral,false,false,true,49,unsightlyClaudia@yahoo.de
true,neutral,false,false,true,48,pricklyEddie@googlemail.com
